"id","year","month","casenumber","disease","item","datestart","dateend","districtcode","unit","value","annotation","sourceId"
"3655","2019","4","TKH-2019-000071","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-11",NULL,"409","number","2",,"44"
"3656","2019","5","TKH-2019-000071","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-11",NULL,"409","number","2",,"28"
"3657","2019","6","TKH-2019-000071","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-11","2019-07-10","409","number","2",,"31"
"3658","2019","7","TKH-2019-000071","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-11","2019-07-10","409","number","2",,"32"
"3659","2019","4","TKH-2019-000077","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-04",NULL,"409","number","0",,"44"
"3660","2019","5","TKH-2019-000077","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-04",NULL,"409","number","0",,"28"
"3661","2019","6","TKH-2019-000077","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-04",NULL,"409","number","0",,"31"
"3662","2019","7","TKH-2019-000077","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-04",NULL,"409","number","0",,"32"
"3663","2019","8","TKH-2019-000077","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-04",NULL,"409","number","0",,"33"
"3664","2019","9","TKH-2019-000077","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-04",NULL,"409","number","0",,"2"
"3665","2019","10","TKH-2019-000077","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-04",NULL,"409","number","0",,"34"
"3666","2019","11","TKH-2019-000077","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-04",NULL,"409","number","0",,"35"
"3667","2020","1","TKH-2019-000077","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-04",NULL,"409","number","0",,"36"
"3668","2020","2","TKH-2019-000077","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-04",NULL,"409","number","0",,"37"
"3669","2020","3","TKH-2019-000077","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-04",NULL,"409","number","0",,"38"
"3670","2019","4","TKH-2019-000081","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-19",NULL,"305","number","8",,"44"
"3671","2019","5","TKH-2019-000081","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-19",NULL,"305","number","8",,"28"
"3672","2019","6","TKH-2019-000081","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-19",NULL,"305","number","8",,"31"
"3673","2019","7","TKH-2019-000081","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-19",NULL,"305","number","8",,"32"
"3674","2019","8","TKH-2019-000081","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-19",NULL,"305","number","8",,"33"
"3675","2019","9","TKH-2019-000081","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-19","2019-09-12","305","number","8",,"2"
"3676","2019","4","TKH-2019-000083","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-29",NULL,"319","number","0",,"44"
"3677","2019","5","TKH-2019-000083","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-29",NULL,"319","number","0",,"28"
"3678","2019","6","TKH-2019-000083","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-29",NULL,"319","number","0",,"31"
"3679","2019","7","TKH-2019-000083","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-29",NULL,"319","number","0",,"32"
"3680","2019","8","TKH-2019-000083","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-29",NULL,"319","number","0",,"33"
"3681","2019","9","TKH-2019-000083","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-29",NULL,"319","number","0",,"2"
"3682","2019","10","TKH-2019-000083","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-29",NULL,"319","number","0",,"34"
"3683","2019","11","TKH-2019-000083","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-29",NULL,"319","number","0",,"35"
"3684","2020","1","TKH-2019-000083","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-29",NULL,"319","number","0",,"36"
"3685","2020","2","TKH-2019-000083","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-29",NULL,"319","number","0",,"37"
"3686","2020","3","TKH-2019-000083","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-29",NULL,"319","number","0",,"38"
"3687","2019","4","TKH-2019-000085","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-19",NULL,"317","number","0",,"44"
"3688","2019","5","TKH-2019-000085","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-19",NULL,"317","number","0",,"28"
"3689","2019","6","TKH-2019-000085","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-19",NULL,"317","number","0",,"31"
"3690","2019","7","TKH-2019-000085","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-19",NULL,"317","number","0",,"32"
"3691","2019","4","TKH-2019-000091","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-18",NULL,"321","number","0",,"44"
"3692","2019","5","TKH-2019-000091","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-18",NULL,"321","number","0",,"28"
"3693","2019","6","TKH-2019-000091","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-05-02",NULL,"321","number","0",,"31"
"3694","2019","7","TKH-2019-000091","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-05-02",NULL,"321","number","0",,"32"
"3695","2019","8","TKH-2019-000091","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-05-02",NULL,"321","number","0",,"33"
"3696","2019","9","TKH-2019-000091","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-05-02",NULL,"321","number","0",,"2"
"3697","2019","10","TKH-2019-000091","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-05-02",NULL,"321","number","0",,"34"
"3698","2019","11","TKH-2019-000091","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-05-02",NULL,"321","number","0",,"35"
"3699","2020","1","TKH-2019-000091","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-05-02",NULL,"321","number","0",,"36"
"3700","2020","2","TKH-2019-000091","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-05-02",NULL,"321","number","0",,"37"
"3701","2020","3","TKH-2019-000091","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-05-02",NULL,"321","number","0",,"38"
"3702","2019","4","TKH-2019-000094","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-25",NULL,"404","number","0",,"44"
"3703","2019","5","TKH-2019-000094","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-25",NULL,"404","number","0",,"28"
"3704","2019","6","TKH-2019-000094","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-25",NULL,"404","number","0",,"31"
"3705","2019","7","TKH-2019-000094","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-25",NULL,"404","number","0",,"32"
"3706","2019","8","TKH-2019-000094","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-25",NULL,"404","number","0",,"33"
"3707","2019","9","TKH-2019-000094","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-25","2019-09-23","404","number","0",,"2"
"3708","2019","4","TKH-2019-000095","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-24",NULL,"404","number","0",,"44"
"3709","2019","5","TKH-2019-000095","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-24",NULL,"404","number","0",,"28"
"3710","2019","6","TKH-2019-000095","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-24",NULL,"404","number","0",,"31"
"3711","2019","7","TKH-2019-000095","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-24",NULL,"404","number","0",,"32"
"3712","2019","8","TKH-2019-000095","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-24",NULL,"404","number","0",,"33"
"3713","2019","9","TKH-2019-000095","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-24","2019-09-23","404","number","0",,"2"
"3714","2019","4","TKH-2019-000097","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-24",NULL,"404","number","0",,"44"
"3715","2019","5","TKH-2019-000097","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-24",NULL,"404","number","0",,"28"
"3716","2019","6","TKH-2019-000097","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-24",NULL,"404","number","0",,"31"
"3717","2019","7","TKH-2019-000097","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-24",NULL,"404","number","0",,"32"
"3718","2019","8","TKH-2019-000097","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-24",NULL,"404","number","0",,"33"
"3719","2019","9","TKH-2019-000097","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-24","2019-09-23","404","number","0",,"2"
"3720","2019","6","TKH-2019-000109","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-05-04",NULL,"621","number","1",,"31"
"3721","2019","7","TKH-2019-000109","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-05-04","2019-07-17","621","number","1",,"32"
"3722","2019","11","TKH-2019-000109","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-05-04",NULL,"621","number","1",,"35"
"3723","2019","5","TKH-2019-000109","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-05-04",NULL,"621","number","0",,"28"
"3724","2019","5","TKH-2019-000111","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-05-20",NULL,"208","number","5",,"28"
"3725","2019","6","TKH-2019-000111","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-05-20",NULL,"208","number","5",,"31"
"3726","2019","7","TKH-2019-000111","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-05-20",NULL,"208","number","5",,"32"
"3727","2019","8","TKH-2019-000111","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-05-20","2019-08-20","208","number","5",,"33"
"3728","2019","9","TKH-2019-000111","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-05-20","2019-09-10","208","number","5",,"2"
"3729","2019","5","TKH-2019-000123","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-05-14",NULL,"323","number","0",,"28"
"3730","2019","6","TKH-2019-000123","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-05-14",NULL,"323","number","0",,"31"
"3731","2019","7","TKH-2019-000123","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-05-14",NULL,"323","number","0",,"32"
"3732","2019","8","TKH-2019-000123","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-05-14",NULL,"323","number","0",,"33"
"3733","2019","9","TKH-2019-000123","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-05-14",NULL,"323","number","0",,"2"
"3734","2019","10","TKH-2019-000123","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-05-14","2019-10-21","323","number","0",,"34"
"3735","2019","5","TKH-2019-000134","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-05-18",NULL,"319","number","0",,"28"
"3736","2019","6","TKH-2019-000134","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-05-18",NULL,"319","number","0",,"31"
