"id","year","month","casenumber","disease","item","datestart","dateend","districtcode","unit","value","annotation","sourceId"
"24038","2019","4","TKH-2019-000077","American foulbrood of honey bees","Cured colonies","2019-04-04",NULL,"409","number","0",,"44"
"24039","2019","5","TKH-2019-000077","American foulbrood of honey bees","Cured colonies","2019-04-04",NULL,"409","number","0",,"28"
"24040","2019","6","TKH-2019-000077","American foulbrood of honey bees","Cured colonies","2019-04-04",NULL,"409","number","0",,"31"
"24041","2019","7","TKH-2019-000077","American foulbrood of honey bees","Cured colonies","2019-04-04",NULL,"409","number","0",,"32"
"24042","2019","8","TKH-2019-000077","American foulbrood of honey bees","Cured colonies","2019-04-04",NULL,"409","number","0",,"33"
"24043","2019","9","TKH-2019-000077","American foulbrood of honey bees","Cured colonies","2019-04-04",NULL,"409","number","0",,"2"
"24044","2019","10","TKH-2019-000077","American foulbrood of honey bees","Cured colonies","2019-04-04",NULL,"409","number","0",,"34"
"24045","2019","11","TKH-2019-000077","American foulbrood of honey bees","Cured colonies","2019-04-04",NULL,"409","number","0",,"35"
"24046","2020","1","TKH-2019-000077","American foulbrood of honey bees","Cured colonies","2019-04-04",NULL,"409","number","0",,"36"
"24047","2020","2","TKH-2019-000077","American foulbrood of honey bees","Cured colonies","2019-04-04",NULL,"409","number","0",,"37"
"24048","2020","3","TKH-2019-000077","American foulbrood of honey bees","Cured colonies","2019-04-04",NULL,"409","number","0",,"38"
"24049","2019","4","TKH-2019-000081","American foulbrood of honey bees","Cured colonies","2019-04-19",NULL,"305","number","0",,"44"
"24050","2019","5","TKH-2019-000081","American foulbrood of honey bees","Cured colonies","2019-04-19",NULL,"305","number","0",,"28"
"24051","2019","6","TKH-2019-000081","American foulbrood of honey bees","Cured colonies","2019-04-19",NULL,"305","number","0",,"31"
"24052","2019","7","TKH-2019-000081","American foulbrood of honey bees","Cured colonies","2019-04-19",NULL,"305","number","0",,"32"
"24053","2019","8","TKH-2019-000081","American foulbrood of honey bees","Cured colonies","2019-04-19",NULL,"305","number","0",,"33"
"24054","2019","9","TKH-2019-000081","American foulbrood of honey bees","Cured colonies","2019-04-19","2019-09-12","305","number","0",,"2"
"24055","2019","4","TKH-2019-000083","American foulbrood of honey bees","Cured colonies","2019-04-29",NULL,"319","number","0",,"44"
"24056","2019","5","TKH-2019-000083","American foulbrood of honey bees","Cured colonies","2019-04-29",NULL,"319","number","0",,"28"
"24057","2019","6","TKH-2019-000083","American foulbrood of honey bees","Cured colonies","2019-04-29",NULL,"319","number","0",,"31"
"24058","2019","7","TKH-2019-000083","American foulbrood of honey bees","Cured colonies","2019-04-29",NULL,"319","number","0",,"32"
"24059","2019","8","TKH-2019-000083","American foulbrood of honey bees","Cured colonies","2019-04-29",NULL,"319","number","0",,"33"
"24060","2019","9","TKH-2019-000083","American foulbrood of honey bees","Cured colonies","2019-04-29",NULL,"319","number","0",,"2"
"24061","2019","10","TKH-2019-000083","American foulbrood of honey bees","Cured colonies","2019-04-29",NULL,"319","number","0",,"34"
"24062","2019","11","TKH-2019-000083","American foulbrood of honey bees","Cured colonies","2019-04-29",NULL,"319","number","0",,"35"
"24063","2020","1","TKH-2019-000083","American foulbrood of honey bees","Cured colonies","2019-04-29",NULL,"319","number","0",,"36"
"24064","2020","2","TKH-2019-000083","American foulbrood of honey bees","Cured colonies","2019-04-29",NULL,"319","number","0",,"37"
"24065","2020","3","TKH-2019-000083","American foulbrood of honey bees","Cured colonies","2019-04-29",NULL,"319","number","0",,"38"
"24066","2019","4","TKH-2019-000085","American foulbrood of honey bees","Cured colonies","2019-04-19",NULL,"317","number","0",,"44"
"24067","2019","5","TKH-2019-000085","American foulbrood of honey bees","Cured colonies","2019-04-19",NULL,"317","number","0",,"28"
"24068","2019","6","TKH-2019-000085","American foulbrood of honey bees","Cured colonies","2019-04-19",NULL,"317","number","0",,"31"
"24069","2019","7","TKH-2019-000085","American foulbrood of honey bees","Cured colonies","2019-04-19",NULL,"317","number","0",,"32"
"24070","2019","4","TKH-2019-000091","American foulbrood of honey bees","Cured colonies","2019-04-18",NULL,"321","number","0",,"44"
"24071","2019","5","TKH-2019-000091","American foulbrood of honey bees","Cured colonies","2019-04-18",NULL,"321","number","0",,"28"
"24072","2019","6","TKH-2019-000091","American foulbrood of honey bees","Cured colonies","2019-05-02",NULL,"321","number","0",,"31"
"24073","2019","7","TKH-2019-000091","American foulbrood of honey bees","Cured colonies","2019-05-02",NULL,"321","number","0",,"32"
"24074","2019","8","TKH-2019-000091","American foulbrood of honey bees","Cured colonies","2019-05-02",NULL,"321","number","0",,"33"
"24075","2019","9","TKH-2019-000091","American foulbrood of honey bees","Cured colonies","2019-05-02",NULL,"321","number","0",,"2"
"24076","2019","10","TKH-2019-000091","American foulbrood of honey bees","Cured colonies","2019-05-02",NULL,"321","number","0",,"34"
"24077","2019","11","TKH-2019-000091","American foulbrood of honey bees","Cured colonies","2019-05-02",NULL,"321","number","0",,"35"
"24078","2020","1","TKH-2019-000091","American foulbrood of honey bees","Cured colonies","2019-05-02",NULL,"321","number","0",,"36"
"24079","2020","2","TKH-2019-000091","American foulbrood of honey bees","Cured colonies","2019-05-02",NULL,"321","number","0",,"37"
"24080","2020","3","TKH-2019-000091","American foulbrood of honey bees","Cured colonies","2019-05-02",NULL,"321","number","0",,"38"
"24081","2019","4","TKH-2019-000094","American foulbrood of honey bees","Cured colonies","2019-04-25",NULL,"404","number","0",,"44"
"24082","2019","5","TKH-2019-000094","American foulbrood of honey bees","Cured colonies","2019-04-25",NULL,"404","number","0",,"28"
"24083","2019","6","TKH-2019-000094","American foulbrood of honey bees","Cured colonies","2019-04-25",NULL,"404","number","0",,"31"
"24084","2019","7","TKH-2019-000094","American foulbrood of honey bees","Cured colonies","2019-04-25",NULL,"404","number","0",,"32"
"24085","2019","8","TKH-2019-000094","American foulbrood of honey bees","Cured colonies","2019-04-25",NULL,"404","number","0",,"33"
"24086","2019","9","TKH-2019-000094","American foulbrood of honey bees","Cured colonies","2019-04-25","2019-09-23","404","number","0",,"2"
"24087","2019","4","TKH-2019-000095","American foulbrood of honey bees","Cured colonies","2019-04-24",NULL,"404","number","0",,"44"
"24088","2019","5","TKH-2019-000095","American foulbrood of honey bees","Cured colonies","2019-04-24",NULL,"404","number","0",,"28"
"24089","2019","6","TKH-2019-000095","American foulbrood of honey bees","Cured colonies","2019-04-24",NULL,"404","number","0",,"31"
"24090","2019","7","TKH-2019-000095","American foulbrood of honey bees","Cured colonies","2019-04-24",NULL,"404","number","0",,"32"
"24091","2019","8","TKH-2019-000095","American foulbrood of honey bees","Cured colonies","2019-04-24",NULL,"404","number","0",,"33"
"24092","2019","9","TKH-2019-000095","American foulbrood of honey bees","Cured colonies","2019-04-24","2019-09-23","404","number","0",,"2"
"24093","2019","4","TKH-2019-000097","American foulbrood of honey bees","Cured colonies","2019-04-24",NULL,"404","number","0",,"44"
"24094","2019","5","TKH-2019-000097","American foulbrood of honey bees","Cured colonies","2019-04-24",NULL,"404","number","0",,"28"
"24095","2019","6","TKH-2019-000097","American foulbrood of honey bees","Cured colonies","2019-04-24",NULL,"404","number","0",,"31"
"24096","2019","7","TKH-2019-000097","American foulbrood of honey bees","Cured colonies","2019-04-24",NULL,"404","number","0",,"32"
"24097","2019","8","TKH-2019-000097","American foulbrood of honey bees","Cured colonies","2019-04-24",NULL,"404","number","0",,"33"
"24098","2019","9","TKH-2019-000097","American foulbrood of honey bees","Cured colonies","2019-04-24","2019-09-23","404","number","0",,"2"
"24099","2019","6","TKH-2019-000109","American foulbrood of honey bees","Cured colonies","2019-05-04",NULL,"621","number","0",,"31"
"24100","2019","7","TKH-2019-000109","American foulbrood of honey bees","Cured colonies","2019-05-04","2019-07-17","621","number","0",,"32"
"24101","2019","11","TKH-2019-000109","American foulbrood of honey bees","Cured colonies","2019-05-04",NULL,"621","number","0",,"35"
"24102","2019","5","TKH-2019-000109","American foulbrood of honey bees","Cured colonies","2019-05-04",NULL,"621","number","0",,"28"
"24103","2019","5","TKH-2019-000111","American foulbrood of honey bees","Cured colonies","2019-05-20",NULL,"208","number","0",,"28"
"24104","2019","6","TKH-2019-000111","American foulbrood of honey bees","Cured colonies","2019-05-20",NULL,"208","number","0",,"31"
"24105","2019","7","TKH-2019-000111","American foulbrood of honey bees","Cured colonies","2019-05-20",NULL,"208","number","0",,"32"
"24106","2019","8","TKH-2019-000111","American foulbrood of honey bees","Cured colonies","2019-05-20","2019-08-20","208","number","0",,"33"
"24107","2019","9","TKH-2019-000111","American foulbrood of honey bees","Cured colonies","2019-05-20","2019-09-10","208","number","0",,"2"
"24108","2019","5","TKH-2019-000123","American foulbrood of honey bees","Cured colonies","2019-05-14",NULL,"323","number","0",,"28"
"24109","2019","6","TKH-2019-000123","American foulbrood of honey bees","Cured colonies","2019-05-14",NULL,"323","number","0",,"31"
"24110","2019","7","TKH-2019-000123","American foulbrood of honey bees","Cured colonies","2019-05-14",NULL,"323","number","0",,"32"
"24111","2019","8","TKH-2019-000123","American foulbrood of honey bees","Cured colonies","2019-05-14",NULL,"323","number","0",,"33"
"24112","2019","9","TKH-2019-000123","American foulbrood of honey bees","Cured colonies","2019-05-14",NULL,"323","number","0",,"2"
"24113","2019","10","TKH-2019-000123","American foulbrood of honey bees","Cured colonies","2019-05-14","2019-10-21","323","number","0",,"34"
"24114","2019","5","TKH-2019-000134","American foulbrood of honey bees","Cured colonies","2019-05-18",NULL,"319","number","0",,"28"
"24115","2019","6","TKH-2019-000134","American foulbrood of honey bees","Cured colonies","2019-05-18",NULL,"319","number","0",,"31"
"24116","2019","7","TKH-2019-000134","American foulbrood of honey bees","Cured colonies","2019-05-18",NULL,"319","number","0",,"32"
"24117","2019","8","TKH-2019-000134","American foulbrood of honey bees","Cured colonies","2019-05-18",NULL,"319","number","0",,"33"
"24118","2019","9","TKH-2019-000134","American foulbrood of honey bees","Cured colonies","2019-05-18",NULL,"319","number","0",,"2"
"24119","2019","10","TKH-2019-000134","American foulbrood of honey bees","Cured colonies","2019-05-18",NULL,"319","number","0",,"34"
"24120","2019","11","TKH-2019-000134","American foulbrood of honey bees","Cured colonies","2019-05-18",NULL,"319","number","0",,"35"
"24121","2020","1","TKH-2019-000134","American foulbrood of honey bees","Cured colonies","2019-05-18",NULL,"319","number","0",,"36"
"24122","2020","2","TKH-2019-000134","American foulbrood of honey bees","Cured colonies","2019-05-18",NULL,"319","number","0",,"37"
"24123","2020","3","TKH-2019-000134","American foulbrood of honey bees","Cured colonies","2019-05-18",NULL,"319","number","0",,"38"
"24124","2019","5","TKH-2019-000138","American foulbrood of honey bees","Cured colonies","2019-05-17",NULL,"504","number","0",,"28"
"24125","2019","5","TKH-2019-000149","American foulbrood of honey bees","Cured colonies","2019-05-28",NULL,"207","number","0",,"28"
"24126","2019","6","TKH-2019-000149","American foulbrood of honey bees","Cured colonies","2019-05-28",NULL,"207","number","0",,"31"
"24127","2019","7","TKH-2019-000149","American foulbrood of honey bees","Cured colonies","2019-05-28","2019-07-29","207","number","0",,"32"
"24128","2019","5","TKH-2019-000153","American foulbrood of honey bees","Cured colonies","2019-05-26",NULL,"404","number","0",,"28"
"24129","2019","6","TKH-2019-000153","American foulbrood of honey bees","Cured colonies","2019-05-26",NULL,"404","number","0",,"31"
"24130","2019","7","TKH-2019-000153","American foulbrood of honey bees","Cured colonies","2019-05-26",NULL,"404","number","0",,"32"
"24131","2019","8","TKH-2019-000153","American foulbrood of honey bees","Cured colonies","2019-05-26",NULL,"404","number","0",,"33"
"24132","2019","9","TKH-2019-000153","American foulbrood of honey bees","Cured colonies","2019-05-26","2019-09-25","404","number","0",,"2"
"24133","2019","5","TKH-2019-000154","American foulbrood of honey bees","Cured colonies","2019-05-26",NULL,"404","number","0",,"28"
"24134","2019","6","TKH-2019-000154","American foulbrood of honey bees","Cured colonies","2019-05-26",NULL,"404","number","0",,"31"
"24135","2019","7","TKH-2019-000154","American foulbrood of honey bees","Cured colonies","2019-05-26",NULL,"404","number","0",,"32"
"24136","2019","8","TKH-2019-000154","American foulbrood of honey bees","Cured colonies","2019-05-26",NULL,"404","number","0",,"33"
"24137","2019","9","TKH-2019-000154","American foulbrood of honey bees","Cured colonies","2019-05-26","2019-10-04","404","number","0",,"2"
"24138","2019","10","TKH-2019-000154","American foulbrood of honey bees","Cured colonies","2019-05-26","2019-10-04","404","number","0",,"34"
"24139","2019","5","TKH-2019-000160","American foulbrood of honey bees","Cured colonies","2019-05-26",NULL,"404","number","0",,"28"
"24140","2019","6","TKH-2019-000160","American foulbrood of honey bees","Cured colonies","2019-05-26",NULL,"404","number","0",,"31"
"24141","2019","7","TKH-2019-000160","American foulbrood of honey bees","Cured colonies","2019-05-26",NULL,"404","number","0",,"32"
"24142","2019","8","TKH-2019-000160","American foulbrood of honey bees","Cured colonies","2019-05-26",NULL,"404","number","0",,"33"
"24143","2019","9","TKH-2019-000160","American foulbrood of honey bees","Cured colonies","2019-05-26","2019-10-04","404","number","0",,"2"
"24144","2019","10","TKH-2019-000160","American foulbrood of honey bees","Cured colonies","2019-05-26","2019-10-04","404","number","0",,"34"
"24145","2019","6","TKH-2019-000161","American foulbrood of honey bees","Cured colonies","2019-06-03",NULL,"703","number","0",,"31"
"24146","2019","7","TKH-2019-000161","American foulbrood of honey bees","Cured colonies","2019-06-03",NULL,"703","number","0",,"32"
"24147","2019","6","TKH-2019-000165","American foulbrood of honey bees","Cured colonies","2019-06-03",NULL,"504","number","0",,"31"
"24148","2019","7","TKH-2019-000165","American foulbrood of honey bees","Cured colonies","2019-06-03",NULL,"504","number","0",,"32"
"24149","2019","6","TKH-2019-000169","American foulbrood of honey bees","Cured colonies","2019-06-03",NULL,"504","number","0",,"31"
"24150","2019","7","TKH-2019-000169","American foulbrood of honey bees","Cured colonies","2019-06-03",NULL,"504","number","0",,"32"
"24151","2019","6","TKH-2019-000186","American foulbrood of honey bees","Cured colonies","2019-06-14",NULL,"208","number","0",,"31"
"24152","2019","7","TKH-2019-000186","American foulbrood of honey bees","Cured colonies","2019-06-14",NULL,"208","number","0",,"32"
"24153","2019","8","TKH-2019-000186","American foulbrood of honey bees","Cured colonies","2019-06-14",NULL,"208","number","0",,"33"
"24154","2019","9","TKH-2019-000186","American foulbrood of honey bees","Cured colonies","2019-06-14",NULL,"208","number","0",,"2"
"24155","2019","10","TKH-2019-000186","American foulbrood of honey bees","Cured colonies","2019-06-14",NULL,"208","number","0",,"34"
"24156","2019","11","TKH-2019-000186","American foulbrood of honey bees","Cured colonies","2019-06-14",NULL,"208","number","0",,"35"
"24157","2019","6","TKH-2019-000187","American foulbrood of honey bees","Cured colonies","2019-06-14",NULL,"208","number","0",,"31"
"24158","2019","7","TKH-2019-000187","American foulbrood of honey bees","Cured colonies","2019-06-14",NULL,"208","number","0",,"32"
"24159","2019","8","TKH-2019-000187","American foulbrood of honey bees","Cured colonies","2019-06-14","2019-09-06","208","number","0",,"33"
"24160","2019","9","TKH-2019-000187","American foulbrood of honey bees","Cured colonies","2019-06-14","2019-09-06","208","number","0",,"2"
"24161","2019","6","TKH-2019-000188","American foulbrood of honey bees","Cured colonies","2019-06-14",NULL,"208","number","0",,"31"
"24162","2019","7","TKH-2019-000188","American foulbrood of honey bees","Cured colonies","2019-06-14",NULL,"208","number","0",,"32"
"24163","2019","8","TKH-2019-000188","American foulbrood of honey bees","Cured colonies","2019-06-14","2019-09-06","208","number","0",,"33"
"24164","2019","9","TKH-2019-000188","American foulbrood of honey bees","Cured colonies","2019-06-14","2019-09-06","208","number","0",,"2"
"24165","2019","5","TKH-2019-000189","American foulbrood of honey bees","Cured colonies","2019-04-25",NULL,"614","number","0",,"28"
"24166","2019","6","TKH-2019-000189","American foulbrood of honey bees","Cured colonies","2019-04-25",NULL,"614","number","0",,"31"
"24167","2019","7","TKH-2019-000189","American foulbrood of honey bees","Cured colonies","2019-04-25",NULL,"614","number","0",,"32"
"24168","2019","8","TKH-2019-000189","American foulbrood of honey bees","Cured colonies","2019-04-25",NULL,"614","number","0",,"33"
"24169","2019","9","TKH-2019-000189","American foulbrood of honey bees","Cured colonies","2019-04-25",NULL,"614","number","0",,"2"
"24170","2019","10","TKH-2019-000189","American foulbrood of honey bees","Cured colonies","2019-04-25",NULL,"614","number","0",,"34"
"24171","2019","11","TKH-2019-000189","American foulbrood of honey bees","Cured colonies","2019-04-25",NULL,"614","number","0",,"35"
"24172","2020","1","TKH-2019-000189","American foulbrood of honey bees","Cured colonies","2019-04-25",NULL,"614","number","0",,"36"
"24173","2020","2","TKH-2019-000189","American foulbrood of honey bees","Cured colonies","2019-04-25",NULL,"614","number","0",,"37"
"24174","2020","3","TKH-2019-000189","American foulbrood of honey bees","Cured colonies","2019-04-25",NULL,"614","number","0",,"38"
"24175","2019","6","TKH-2019-000194","American foulbrood of honey bees","Cured colonies","2019-06-12",NULL,"703","number","0",,"31"
"24176","2019","7","TKH-2019-000194","American foulbrood of honey bees","Cured colonies","2019-06-12",NULL,"703","number","0",,"32"
"24177","2019","6","TKH-2019-000195","American foulbrood of honey bees","Cured colonies","2019-06-06",NULL,"404","number","0",,"31"
"24178","2019","7","TKH-2019-000195","American foulbrood of honey bees","Cured colonies","2019-06-06",NULL,"404","number","0",,"32"
"24179","2019","8","TKH-2019-000195","American foulbrood of honey bees","Cured colonies","2019-06-06",NULL,"404","number","0",,"33"
"24180","2019","9","TKH-2019-000195","American foulbrood of honey bees","Cured colonies","2019-06-06","2019-10-04","404","number","0",,"2"
"24181","2019","10","TKH-2019-000195","American foulbrood of honey bees","Cured colonies","2019-06-06","2019-10-04","404","number","0",,"34"
"24182","2019","6","TKH-2019-000202","American foulbrood of honey bees","Cured colonies","2019-06-26",NULL,"620","number","0",,"31"
"24183","2019","7","TKH-2019-000202","American foulbrood of honey bees","Cured colonies","2019-06-26",NULL,"620","number","0",,"32"
"24184","2019","8","TKH-2019-000202","American foulbrood of honey bees","Cured colonies","2019-06-26",NULL,"620","number","0",,"33"
"24185","2019","9","TKH-2019-000202","American foulbrood of honey bees","Cured colonies","2019-06-26",NULL,"620","number","0",,"2"
"24186","2019","10","TKH-2019-000202","American foulbrood of honey bees","Cured colonies","2019-06-26",NULL,"620","number","0",,"34"
"24187","2019","11","TKH-2019-000202","American foulbrood of honey bees","Cured colonies","2019-06-26",NULL,"620","number","0",,"35"
"24188","2020","1","TKH-2019-000202","American foulbrood of honey bees","Cured colonies","2019-06-26",NULL,"620","number","0",,"36"
"24189","2020","2","TKH-2019-000202","American foulbrood of honey bees","Cured colonies","2019-06-26",NULL,"620","number","0",,"37"
"24190","2020","3","TKH-2019-000202","American foulbrood of honey bees","Cured colonies","2019-06-26",NULL,"620","number","0",,"38"
"24191","2019","7","TKH-2019-000224","American foulbrood of honey bees","Cured colonies","2019-07-01",NULL,"706","number","0",,"32"
"24192","2019","7","TKH-2019-000230","American foulbrood of honey bees","Cured colonies","2019-07-01",NULL,"706","number","0",,"32"
"24193","2019","8","TKH-2019-000230","American foulbrood of honey bees","Cured colonies","2019-07-01",NULL,"706","number","0",,"33"
"24194","2019","7","TKH-2019-000231","American foulbrood of honey bees","Cured colonies","2019-07-09",NULL,"706","number","0",,"32"
"24195","2019","8","TKH-2019-000231","American foulbrood of honey bees","Cured colonies","2019-07-09",NULL,"706","number","0",,"33"
"24196","2019","9","TKH-2019-000231","American foulbrood of honey bees","Cured colonies","2019-07-09","2019-09-30","706","number","0",,"2"
"24197","2019","7","TKH-2019-000233","American foulbrood of honey bees","Cured colonies","2019-07-01",NULL,"706","number","0",,"32"
"24198","2019","6","TKH-2019-000234","American foulbrood of honey bees","Cured colonies","2019-06-14",NULL,"620","number","0",,"31"
"24199","2019","7","TKH-2019-000234","American foulbrood of honey bees","Cured colonies","2019-06-14",NULL,"620","number","0",,"32"
"24200","2019","8","TKH-2019-000234","American foulbrood of honey bees","Cured colonies","2019-06-14",NULL,"620","number","0",,"33"
"24201","2019","9","TKH-2019-000234","American foulbrood of honey bees","Cured colonies","2019-06-14",NULL,"620","number","0",,"2"
"24202","2019","10","TKH-2019-000234","American foulbrood of honey bees","Cured colonies","2019-06-14",NULL,"620","number","0",,"34"
"24203","2019","11","TKH-2019-000234","American foulbrood of honey bees","Cured colonies","2019-06-14",NULL,"620","number","0",,"35"
"24204","2020","1","TKH-2019-000234","American foulbrood of honey bees","Cured colonies","2019-06-14",NULL,"620","number","0",,"36"
"24205","2020","2","TKH-2019-000234","American foulbrood of honey bees","Cured colonies","2019-06-14",NULL,"620","number","0",,"37"
"24206","2020","3","TKH-2019-000234","American foulbrood of honey bees","Cured colonies","2019-06-14",NULL,"620","number","0",,"38"
"24207","2019","7","TKH-2019-000236","American foulbrood of honey bees","Cured colonies","2019-07-09",NULL,"706","number","0",,"32"
"24208","2019","7","TKH-2019-000243","American foulbrood of honey bees","Cured colonies","2019-07-04",NULL,"706","number","0",,"32"
"24209","2019","7","TKH-2019-000244","American foulbrood of honey bees","Cured colonies","2019-07-05",NULL,"706","number","0",,"32"
"24210","2019","8","TKH-2019-000244","American foulbrood of honey bees","Cured colonies","2019-07-05",NULL,"706","number","0",,"33"
"24211","2019","7","TKH-2019-000245","American foulbrood of honey bees","Cured colonies","2019-07-05",NULL,"706","number","0",,"32"
"24212","2019","7","TKH-2019-000246","American foulbrood of honey bees","Cured colonies","2019-07-09",NULL,"706","number","0",,"32"
"24213","2019","7","TKH-2019-000255","American foulbrood of honey bees","Cured colonies","2019-07-09",NULL,"706","number","0",,"32"
"24214","2019","8","TKH-2019-000255","American foulbrood of honey bees","Cured colonies","2019-07-09",NULL,"706","number","0",,"33"
"24215","2019","9","TKH-2019-000255","American foulbrood of honey bees","Cured colonies","2019-07-09","2019-09-30","706","number","0",,"2"
"24216","2019","7","TKH-2019-000258","American foulbrood of honey bees","Cured colonies","2019-07-10",NULL,"318","number","0",,"32"
"24217","2019","8","TKH-2019-000258","American foulbrood of honey bees","Cured colonies","2019-07-10",NULL,"318","number","0",,"33"
"24218","2019","7","TKH-2019-000279","American foulbrood of honey bees","Cured colonies","2019-07-09",NULL,"404","number","0",,"32"
"24219","2019","8","TKH-2019-000279","American foulbrood of honey bees","Cured colonies","2019-07-09",NULL,"404","number","0",,"33"
"24220","2019","9","TKH-2019-000279","American foulbrood of honey bees","Cured colonies","2019-07-09","2019-10-04","404","number","0",,"2"
"24221","2019","10","TKH-2019-000279","American foulbrood of honey bees","Cured colonies","2019-07-09","2019-10-04","404","number","0",,"34"
"24222","2019","7","TKH-2019-000286","American foulbrood of honey bees","Cured colonies","2019-07-16",NULL,"204","number","0",,"32"
"24223","2019","8","TKH-2019-000286","American foulbrood of honey bees","Cured colonies","2019-07-16",NULL,"204","number","0",,"33"
"24224","2019","7","TKH-2019-000289","American foulbrood of honey bees","Cured colonies","2019-07-17",NULL,"204","number","0",,"32"
"24225","2019","8","TKH-2019-000289","American foulbrood of honey bees","Cured colonies","2019-07-17",NULL,"204","number","0",,"33"
"24226","2019","7","TKH-2019-000317","American foulbrood of honey bees","Cured colonies","2019-07-16",NULL,"417","number","0",,"32"
"24227","2019","8","TKH-2019-000317","American foulbrood of honey bees","Cured colonies","2019-07-16",NULL,"417","number","0",,"33"
"24228","2019","9","TKH-2019-000317","American foulbrood of honey bees","Cured colonies","2019-07-16",NULL,"417","number","0",,"2"
"24229","2019","10","TKH-2019-000317","American foulbrood of honey bees","Cured colonies","2019-07-16","2019-10-16","417","number","0",,"34"
"24230","2019","7","TKH-2019-000319","American foulbrood of honey bees","Cured colonies","2019-07-30",NULL,"416","number","0",,"32"
"24231","2019","8","TKH-2019-000319","American foulbrood of honey bees","Cured colonies","2019-07-30",NULL,"416","number","0",,"33"
"24232","2019","9","TKH-2019-000319","American foulbrood of honey bees","Cured colonies","2019-07-30",NULL,"416","number","0",,"2"
"24233","2019","10","TKH-2019-000319","American foulbrood of honey bees","Cured colonies","2019-07-30",NULL,"416","number","0",,"34"
"24234","2019","11","TKH-2019-000319","American foulbrood of honey bees","Cured colonies","2019-07-30",NULL,"416","number","0",,"35"
"24235","2020","1","TKH-2019-000319","American foulbrood of honey bees","Cured colonies","2019-07-30",NULL,"416","number","0",,"36"
"24236","2020","2","TKH-2019-000319","American foulbrood of honey bees","Cured colonies","2019-07-30",NULL,"416","number","0",,"37"
"24237","2020","3","TKH-2019-000319","American foulbrood of honey bees","Cured colonies","2019-07-30",NULL,"416","number","0",,"38"
"24238","2019","7","TKH-2019-000320","American foulbrood of honey bees","Cured colonies","2019-07-30",NULL,"416","number","0",,"32"
"24239","2019","8","TKH-2019-000320","American foulbrood of honey bees","Cured colonies","2019-07-30",NULL,"416","number","0",,"33"
"24240","2019","9","TKH-2019-000320","American foulbrood of honey bees","Cured colonies","2019-07-30",NULL,"416","number","0",,"2"
"24241","2019","10","TKH-2019-000320","American foulbrood of honey bees","Cured colonies","2019-07-30",NULL,"416","number","0",,"34"
"24242","2019","11","TKH-2019-000320","American foulbrood of honey bees","Cured colonies","2019-07-30",NULL,"416","number","0",,"35"
"24243","2020","1","TKH-2019-000320","American foulbrood of honey bees","Cured colonies","2019-07-30",NULL,"416","number","0",,"36"
"24244","2020","2","TKH-2019-000320","American foulbrood of honey bees","Cured colonies","2019-07-30",NULL,"416","number","0",,"37"
"24245","2020","3","TKH-2019-000320","American foulbrood of honey bees","Cured colonies","2019-07-30",NULL,"416","number","0",,"38"
"24246","2019","8","TKH-2019-000321","American foulbrood of honey bees","Cured colonies","2019-08-02",NULL,"706","number","0",,"33"
"24247","2019","9","TKH-2019-000321","American foulbrood of honey bees","Cured colonies","2019-08-02",NULL,"706","number","0",,"2"
"24248","2019","10","TKH-2019-000321","American foulbrood of honey bees","Cured colonies","2019-08-02",NULL,"706","number","0",,"34"
"24249","2019","11","TKH-2019-000321","American foulbrood of honey bees","Cured colonies","2019-08-02",NULL,"706","number","0",,"35"
"24250","2020","1","TKH-2019-000321","American foulbrood of honey bees","Cured colonies","2019-08-02",NULL,"706","number","0",,"36"
"24251","2020","2","TKH-2019-000321","American foulbrood of honey bees","Cured colonies","2019-08-02",NULL,"706","number","0",,"37"
"24252","2020","3","TKH-2019-000321","American foulbrood of honey bees","Cured colonies","2019-08-02",NULL,"706","number","0",,"38"
"24253","2019","8","TKH-2019-000327","American foulbrood of honey bees","Cured colonies","2019-08-05",NULL,"308","number","0",,"33"
"24254","2019","9","TKH-2019-000327","American foulbrood of honey bees","Cured colonies","2019-08-05",NULL,"308","number","0",,"2"
"24255","2019","10","TKH-2019-000327","American foulbrood of honey bees","Cured colonies","2019-08-05",NULL,"308","number","0",,"34"
"24256","2019","11","TKH-2019-000327","American foulbrood of honey bees","Cured colonies","2019-08-05",NULL,"308","number","0",,"35"
"24257","2020","1","TKH-2019-000327","American foulbrood of honey bees","Cured colonies","2019-08-05",NULL,"308","number","0",,"36"
"24258","2020","2","TKH-2019-000327","American foulbrood of honey bees","Cured colonies","2019-08-05",NULL,"308","number","0",,"37"
"24259","2020","3","TKH-2019-000327","American foulbrood of honey bees","Cured colonies","2019-08-05",NULL,"308","number","0",,"38"
"24260","2019","8","TKH-2019-000328","American foulbrood of honey bees","Cured colonies","2019-08-05",NULL,"416","number","0",,"33"
"24261","2019","9","TKH-2019-000328","American foulbrood of honey bees","Cured colonies","2019-08-05",NULL,"416","number","0",,"2"
"24262","2019","10","TKH-2019-000328","American foulbrood of honey bees","Cured colonies","2019-08-05",NULL,"416","number","0",,"34"
"24263","2019","11","TKH-2019-000328","American foulbrood of honey bees","Cured colonies","2019-08-05",NULL,"416","number","0",,"35"
"24264","2020","1","TKH-2019-000328","American foulbrood of honey bees","Cured colonies","2019-08-05",NULL,"416","number","0",,"36"
